Date,Username,Tweet Content,label
2022-11-22 22:57:50+00:00,chuckerenno,@d_soede @truth_tesla @elonmusk @kylenabecker @Twitter It's fascinating to see how this psychosis can envelop someone. You even think you can read my mind. I haven't made one comment regarding my overall  opinion of Trump but you're convinced you know. I  know the committee is flagrantly dishonest ..Why would I watch more?,2
2022-11-22 14:32:06+00:00,Dhuddu_Tamil,"This is why Tesla Stock has a Bright Future | இந்த Stock-ஐ ஏன் வாங்கணும் | Dhuddu

#sharemarket #stocks #crypto #tesla #teslastock #elonmusk   

Four reasons why Tesla stock is the best stock to buy now in our opinion.We think Tesla will continue to outperform the broader market. https://t.co/zjfZQTh3bu",0
2022-11-22 08:41:40+00:00,NeverStopMOE,"@federblicke Hey 👋 

I think alot of people are worried about the future of twitter. My personal opinion is either it won't really change that much and/or we'll see loads more tesla ads.

I think visual content is always a huge hit!",0
2022-11-22 05:18:57+00:00,Allan__Watson,@TimEastCoast @0CynicalBastard I used to think Tesla was cool and I almost bought one. My new opinion is no thanks.,2
2022-11-21 23:31:13+00:00,AGoldsmithEsq,"@SnarfMcSnarf @KINGTROLLGOD @chrisyellow23 I’m certainly not putting money into Tesla and I think (non professional opinion, granted) that it’s just as likely that it will implode as “go to the moon someday.“ But if it rockets, that day is not likely any days soon. /6",2
2022-11-21 20:45:50+00:00,chenman,@marcch @farzyness @Tesla @elonmusk I guess you never played on a team sport and understand what leaving your ego at the door meant. Good luck working with other ppl. And if you read the rest of his posts it was about hearing everyone’s thoughts and opinions. Not being self centered and think you know it all!,2
2022-11-21 18:08:15+00:00,EA_Nkansah,"from these leagues and stream them live, may be a Twitter sports section, this will drive insane traffic and viewership to @Twitter as well. 😎my humble opinion and i think it'll add up to fun on Twitter 
@piersmorgan @FabrizioRomano @thekingadjor @Tesla @TwitterSupport",0
2022-11-21 17:14:18+00:00,ICannot_Enough,"@BradMunchen @Umbisam So your opinion is that even if Tesla could make more EVs in China in 2023 than they did in 2022, they still couldn’t find buyers for them?

People still buy cars in bad economies; Tesla makes the best cars.

Why do you think you’re going to lose so much money in coming years? 🤣",2
2022-11-21 14:49:39+00:00,alamin_mashar,@LionelGrisbane @farzyness @Karran_b @Tesla @elonmusk I think you can’t have your cake and eat it too. What you define as toxic work culture is only noticeable once you’ve obtained your goal. In my opinion it’s a sacrifice you can choose to make to better your life.,1
2022-11-21 13:53:58+00:00,1bhburch,"@georgehahn @elonmusk I think he's funny! As for a business man well Tesla, SpaceX, Starlink, Twitter, and the fact he is one of the wealthiest people in the 🌎 may suggest your opinion is irrelevant! All he needs is a major news network and he will be one of the most powerful people in 🌎!",0
2022-11-21 13:07:14+00:00,vashekcz,"@armageist1 @advid @farzyness @Tesla @elonmusk Don't oppose a person, oppose an idea, opinion, decision, process... and support your opposition with factual evidence. Nobody's ego has to be a part of it.
You may think Elon has a big ego. Perhaps he does, but he also has a huge interest in having his companies succeed.",1
2022-11-21 10:57:47+00:00,smccown67,"@BLKMDL3 I honestly think a few will be released but I bet we see a pickup truck from @elonmusk Tesla that will compete against RAM, Chevy and Ford and I will be the best selling vehicle of all times. Just my opinion.",0
2022-11-21 08:39:46+00:00,wongapo1987,"@georgehahn @elonmusk Your opinion is noted, however If you look at freshly graduated tech people their choice of work is 1. Tesla and 2. SpaceX so actually most people think he is the best employer :). Maybe it would be worthwhile for you as well to do a little digging why it is like that.",0
2022-11-20 18:44:31+00:00,TwitFreedom2,"@Thewiseonewon @caslernoel @elonmusk They think their opinions matter, like doing what they intend to do will erase the money Tesla made off of the purchases.  As for Mr. Replace it with a gas tank, don't let AOC find out.",2
2022-11-20 15:30:35+00:00,seanmmitchell,"@Krishell1985 @danahull I'm sorry, I don't share that opinion. I think she's got some great articles about Tesla, many of them very favorable to the company.",2
2022-11-20 12:39:27+00:00,shonnacoleman,@elonmusk I don't cometo Twitter for forced politely commentary and I think most people here are thinking the same. This isn't supposed to be a platform to gain opinions or poll results. Use a company like @SurveyJunkie if you want opinions about politics or tesla or anything else.,2
2022-11-20 06:02:19+00:00,joe_is_sleepy,@JuliaLorenza2 @caslernoel @elonmusk There was a stock split and honestly @Tesla in my opinion has always been overvalued. I don't think this is going to tank Tesla. People are going to be emotional it is what it is.,1
2022-11-20 05:29:57+00:00,Carlogopogos,@BrendanWood @bbydrvr @ima_node @Tesla He can have a political opinion and Twitter remain neutral. How do you think Zuck or Sundar's gonna vote?,1
2022-11-20 03:43:04+00:00,mayur62251,"@abhijeetpushkar @elonmusk All this while most are tweeting from his starlink service too. Alas the new gen think they have an opinion about everything on this earth emm and beyond too. 
Guys he's got AI running on Tesla  u think he knows nothing bout coding . 
Give sometime u would forget Insta and FB.",2
2022-11-20 02:41:35+00:00,ima_node,@ogdenbirch @Tesla Like anyone who would jump in front and defend Elon Musk no matter what he does? That’s tribal! Hey you keep driving your Tesla and supporting a chronic megalomaniac. I think Elon himself claims I have this right to have any opinion I want.,2
2022-11-20 02:27:19+00:00,TeslaTruckClub,"@maddass1218 If you think the things he’s said over the past year haven’t affected people’s opinion of him or Tesla as a brand you haven’t paid attention. 

Personally I wouldn’t want him telling everyone to vote Democrat either.",2
2022-11-20 01:56:36+00:00,COIndependent1,"Tesla CEO Elon Musk Won't Visit Biden at The White House Anytime Soon | TheStreet

Hi ⁦@elonmusk⁩ ARE YOU STILL MAD ABOUT THIS BRO 😎? I think you are, it reminds me of something trump would do to get REVENGE? Just my opinion  https://t.co/m25wxjdIfd",2
2022-11-19 23:06:54+00:00,BuildFinancial,@Ashildretzky @marcelosmack @pacjura @cjshrader @ZoeSchiffer @SpaceX @Tesla @neuralink @elonmusk I’m not denying anything you said. It’s just my opinion that someone like him would undoubtedly find a way to be a little more than a manager at Office Max. I’ll be the first to admit idk all the details of this Twitter ordeal. None of that was my point. I just don’t think 1/,2
2022-11-19 22:11:11+00:00,fortuneatlas,"@the_seoflow @ricoseki @MansayOg @saniyusuf I’ve not once stated Elon cannot succeed with Twitter. You’ve just assumed that. I’m actually of the opinion he can make Twitter profitable, as he has done Tesla, SpaceX &amp; PayPal.

You’re overreacting simply because I do not think Elon Musk is omniscient.",0
2022-11-19 17:54:21+00:00,evolutsapien,@purviparwani @ShariqShamimMD Your points are 110% valid. I think Elon is impervious to public opinion. Tesla was his initial ascent to being a ceo. He knows he isnt a businessman but a technological savant. Twitter has had its stagnation and setbacks..he feels it needs a reset his way.,0
2022-11-19 12:58:03+00:00,DarthZeiler,"@Brett19995902 @iratespecialyst @Tesla @elonmusk If it didn’t require a CDL, then no, I do not think it counts (my opinion), as driving one of those is not anywhere near the same thing. Heck, ppl here (USA) can drive RVs bigger than that with a normal drivers license.",2
2022-11-19 07:00:57+00:00,dangerpatterns1,"@Justin_K000 I think he can do it. As for Tesla I have the opposite opinion. I'm short Tesla, long twitter",1
2022-11-19 03:29:11+00:00,Thirlok79,"@elonmusk Good luck with that idea! Biggest challenge is that how you differentiate good, bad, positive, negative, hate, opinion, freedom of speech, etc..will you be the judge of all the tweets? If you think you can control the social media then you are wrong!Just focus on Tesla and SpaceX",2
2022-11-18 21:55:26+00:00,sandersism,"@Ian_A_Boyd @hoplitelegion94 @AsherLangton It’s interesting watching people who see SpaceX and Tesla, and then somehow decide that they won’t be able to find qualified people to work at Twitter. 

I don’t have much of an opinion about Musk, but I think most of the people who think Twitter will fall apart do.",1
2022-11-18 21:43:16+00:00,Tradytics,"Everyone has an opinion on @elonmusk &amp; twitter, obviously I do too. I think twitter will be fine in the long run and he knows how to run lean companies (e.g tesla autopilot team)

Being a dev myself, just wish engineers were given some time/respect and not fired as ruthlessly 🙏",1
2022-11-18 21:22:42+00:00,askid120,"@peterclowes You made a judgement call and I respect that! 

I think the upside is huge, I doubt many ""hardcore"" EARLY engineers at Tesla or SpaceX regret the hard work they did.

But time will tell, you work with the data you have. Good to have an inside opinion without all the emotions",1
2022-11-18 20:11:33+00:00,SLVishnu3,"@keremyjimber @bof_tob @brianturner84 @TheLaurenChen Same can be said about Tesla &amp; SpaceX and any of the other Musk projects. None of them r unique. Why do those firms have employees at all? And my intentions were never to defend Musk, that's for him to do. I was speaking on my opinion about Twitter and why I think Twitter matters",1
2022-11-18 20:10:12+00:00,Dbar1855,"@SodiumBezoate @mikenutz0 @Super70sSports Didnt say I didnt like him lol, I own a Tesla, think he has been a brilliant entrepreneur.  He has turned multiple businesses into huge successes. I can however have an opinion that he is having some interesting ideas on how to run Twitter by firing or forcing out employees day 1",0
2022-11-18 20:06:59+00:00,chossyrock,@TeslaBoomerMama I don’t think -now just my opinion- that Tesla needs to buy stock back to bolster the share price.  Tesla’s performance will do that without any finance tricks.  The Tesla team is doing an amazing job and will likely be the last company standing in the automotive industry in 5yrs,0
2022-11-18 19:28:39+00:00,Beer_Buddie,@mangeybum @Austen Maybe maybe not. I can't form that opinion based on what I know. I think it would be very unlikely for both tesla and spacex to succeed as fast as they have if that was true. But I suppose Elon really could just be extremely smart.,1
2022-11-18 18:41:03+00:00,Gandeloft,"@teslaownersSV @Tesla @elonmusk No it will not. The only ones ""doubting"" Twitter, or more precisely hating on Elon, are brainwashed immature people who think it's violence for them to acknowledge a disagreable opinion.",2
2022-11-18 18:12:04+00:00,SledKnight,"@DrEliDavid @elonmusk lol. You think one guy, with verifiably wrong opinions, who was, four decades ago, one of hundreds of contributors for early evidence of mRNA delivery potential is “the inventor” of a recent vaccine.

The caveman who made the first wheel is the inventor of Tesla then, I guess. 😆",1
2022-11-18 18:09:25+00:00,John_Felger,"@PattyWainSmith In my opinion he never intended to actually buy it. I think it was a ruse, an excuse to dump significant amounts of Tesla stock without being accused of doing so with insider knowledge (a crime). Then he got stuck like Pooh Bear, and now pays the price... as do we.",2
2022-11-18 16:15:22+00:00,hpp42,@brainiaq2000 I think whole world should not buy Tesla cars so lets see how his money power works. This is not the right way of doing business... in my opinion.,2
2022-11-18 15:30:01+00:00,treeclowntops,"@Khan_himself @WholeMarsBlog @elonmusk @Tesla @SpaceX So he is part of the BRAND of anything he does or is associated with.
I'm not gonna label or critique
I do admire him, not obsessed, can understand people's 'need' to respond with their opinion..free speech. I don't think EVERYONE knows his every move and duty so let him be.",0
2022-11-18 14:54:44+00:00,chancery_daily,"Now, in your opinion, could Elon Musk have been easily replaced as the CEO of Tesla? 

Murphy: 

In my opinion, he could not have been. And potentially more importantly, I don't think in the board's opinion, he could have been. I think the board saw him as critical.

/10",1
2022-11-18 14:23:20+00:00,finzfan47,"@_BatDad_ @andrew_lenehan @badtux99 @stoolpresidente @elonmusk Ya because Tesla has huge problems trying to hire engineers… I get you don’t like Elon, I don’t like him either, but you are basically saying all engineers have the same opinion about working for Elon. That’s a massive generalization and crazy to think those jobs won’t be filled",2
2022-11-18 13:11:22+00:00,WiseMRG78,@MinimalDuck @elonmusk @Tesla I still think it is a joke taken too far it looks crap in my opinion,2
2022-11-18 07:40:53+00:00,JefferyParker1,"@elonmusk @MinimalDuck @Tesla I have to disagree. I think it's hideous. You could have done much better. A whole lot better. This is just the opinion of an average person. I am not anywhere close to being as educated or as wealthy, and most likely won't be.
If I were though, I'd do things differently.",2
2022-11-18 06:34:28+00:00,PseudoVoegelin,"@lyndonbajohnson Tend to think his management of Twitter is clearly incompetent. But SpaceX subsidizes NASA vastly more than the reverse. If SLS was all the US had we'd be fucked.

(No opinion on Tesla.)",2
2022-11-18 04:38:12+00:00,3rdPedalNirvana,"@Bill_Maxwell_ I don't think anyone's decision to buy a Tesla or not should be based on their opinion of Elon Musk.

I won't buy a Tesla because I'm a Mechanical engineer who loves cars, Teslas are designed by software people who treat customers like beta testers and prefer cars to smartphones.",2
2022-11-18 04:37:39+00:00,3rdPedalNirvana,"@MikeOkuda I don't think anyone's decision to buy a Tesla or not should be based on their opinion of Elon Musk.

I won't buy a Tesla because I'm a Mechanical engineer who loves cars, Teslas are designed by software people who treat customers like beta testers and cars like smartphones.",2
2022-11-17 23:32:43+00:00,SunyDay91569518,"@heydave7 @elonmusk I disagree with you and am very disappointed.
I don't think your opinion is helpful to Tesla's management.",2
2022-11-17 21:24:07+00:00,SamAlJamal1,"@DRAlana4 @Theon_Orbis @d3dne7 @TheBabysitterTV @criticalsfl @cryptogainfiend @IsThisWhoYouAre @MattWallace888 @elonmusk Not even relevant opinions. As I said, they don't say he's not an engineer or lacks the required knowledge. This invalidates your argument:

""Engineers at tesla and space x don't seem to think so. So no.""",1
2022-11-17 12:34:40+00:00,aegis2134,"@cforde @LisaBloom I think I'm going to trust the billionaire that runs Tesla, SpaceX, and OpenAI, leading software companies in their industry over your opinion, thanks.",0
2022-11-17 10:04:58+00:00,Alberto888X58,@paulg @elonmusk I would like to buy some small amount of Tesla stock It will be a good investiment for the next 4/6 years but with lower p/e.I think my personal opinion Space X/Nasa should not waste money to go into the space but to invest all the money to develop next level A.I. whatdoYouthink?,0
2022-11-17 07:14:36+00:00,SkyRotesX,"@elonmusk Can you review these trends? moreover, what do you think about tesla car losing control causing two deaths in china? In your opinion, is it the manufacturer or the user? https://t.co/y7nYTA40z0",0
2022-11-17 01:56:58+00:00,hungrypanda007,@jasonthinks @elonmusk Dont think anyone cares about your opinion. You will come crawling back to buying a Teala once FSD is out. The entire market is playing catch up to Tesla.,1
2022-11-16 23:26:38+00:00,Fgabrieltomas,"@AlternateJones I have 2 opinions: in the next year he relinquushes tesla ceo (because of Twitter) or by 2027-2028, when scaling plan is in effect and unassailable. I think by 2027+ the more interesting challenge will be synthetic humanoid AIs, AGI. I think there’ll be seperate entity for that",1
2022-11-16 21:05:52+00:00,AriT93,"@wilshipley Also, If this is how he runs a social media company is he really capable of running Tesla and Starlink successfully.  Because I think opinions might change if he ran those companies as out in the open as he is Twitter for some unfathomable reason.",0
2022-11-16 20:11:09+00:00,AbitMusk,@SenBillNelson @NASA @SpaceX In my opinion the reason that Tesla has not put out the semi truck or the cyber truck yet is out of respect a little for legacy automakers that are gonna go bankrupt I think this might carry over into space X but who am I to say I have no idea sounds good though,2
2022-11-16 19:16:08+00:00,Nabil_Alouani_,"@profgalloway SpaceX. Is. Not. A. Startup.
Tesla. Is. Not. A. Startup.
Twitter. Is. Not. A. Startup.

They are all TECH COMPANIES and the guy in question made a decent job with the first 2.

You're free to think he's a douchebag.

But,

Personal. Opinions. Are. Not. Competence. Assessments.",2
2022-11-16 14:18:43+00:00,IAtalkspace,"@paulg Elon Musk's capability is unquestionable regardless of what people think of him. But I think once a company's processes and erratic decisions are so public, people will have weird opinions about the leadership. For example, he rarely tweets about Tesla and SpaceX in this manner.",1
2022-11-16 13:26:20+00:00,contraryagain,"@varbmosz @xelliepurr @MilagroNero @ShelbeeRay @OverlordArcade @dbelgrad @rlycalm @Tesla @SpaceX Why do you think we are lying? We all get our information from external sources and we rely on those to work out the truth. If we are wrong, it's not because we are lying, it's because our sources are wrong. You could of course politely given your opinion instead of being rude",0
2022-11-16 11:09:37+00:00,cahpcayke,"@staticXcell15 @CyberVanLife @SawyerMerritt @Tesla Not overly bothered, I just think they're trash and I'm expressing my opinion. You disagree, that's fine and dandy.",2
2022-11-16 07:49:56+00:00,troed,"Well, that would be an opinion. I'll let his comments on when Tesla would reach full automation stand for themselves. I implemented my first neural network in 1993. I don't think Musk understands even the basics behind what they do.

(11/n)",2
2022-11-16 06:06:17+00:00,8YouKnowWho8,"@DeclanUK_ @JocQBarnesJr @skzac786 @Tesla You are entitled to your opinions. I just think it’s funny you still use the platform he now owns. You are like those that complain about Nike, Apple, and other business that leverage sweatshops in China but still support and purchase products from said companies.",0
2022-11-15 15:25:31+00:00,Snate_deHaan,@blessedtrader1 @RebekahKTromble I don’t think your opinion is valid Mr. “All-in Tesla Investor”. Seems heavily based.,1
2022-11-15 08:45:50+00:00,SunyDay91569518,"@data_ev In my opinion, I think that the perfection of the Summon and Reverse Summon functions is very important, and in order to do that,  I think there is a limit to the data obtained from the current Tesla vehicle.",1
2022-11-15 04:10:27+00:00,jonivanart,@GerberKawasaki Hating on anyone is not the thing to do anyway. It's to easy to ignore or block someone if you don't want to hear their opinions. 🤷Personally I think him and most other analysts can't use their algorithms to predict Tesla because it is dated. We'll see...,1
2022-11-14 19:59:57+00:00,Vecsontherun,@chicago_glenn @Tesla @elonmusk I think people like you should burn (opinion),1
2022-11-14 18:12:31+00:00,deeppocketshore,"@heydave7 This is hubris. Cognitive load is too great for any human. Setting aside opinions on Musk’s vision for Twitter, it is absurd to think he can simultaneously run Twitter, Tesla, Space-X/Starlink, and Boring. Solving complex probs reqs clarity of thought, being centered &amp; grounded.",2
2022-11-14 13:45:31+00:00,plaidtospace,"@EvaFoxU In my opinion, it was an acute health problem from the driver. I think that will be determined soon. @Tesla",1
2022-11-14 13:23:07+00:00,blesiek,"@don_papiii @LatestAnonPress @Tesla Opinion: I think it was a drivers error
Non-opinion, actually a verdict: This definitely looks like driver’s error

The definitely just crossed out Opinion on the matter, you obviously made a verdict on the cause of the crash.  You might consider choosing words more wisely IMO",1
2022-11-14 10:25:07+00:00,JOEROBBER,@elonmusk @johnkrausphotos I think you should sell Twitter get back to worker Tesla that's where you belong just my opinion come on wake up,2
2022-11-14 00:40:54+00:00,PeterMarrtin,"@FedUpWithItAll7 @vetos777 @SusanSolomon @elonmusk @SenMarkey @washingtonpost @Tesla @Twitter Actually I think he was just pointing out a fact that there is no twitter board to fire him... that's not an opinion, that's a fact. 

Although the guy did mistake twitter for Tesla, as Tesla does have a board.",0
2022-11-13 22:19:57+00:00,cuzick_shane,"@AnonOpsSE @Tesla The tweet can lead one to think the Tesla takes of at speed on it's own. I'm sure in my opinion driver influence played a massive part, if not all...",0
2022-11-13 18:55:16+00:00,Resident_TrolI,"@100percenttrue3 @elonmusk @JohnLegere @HolyKnightKeith @Twitter @MikeSievert @TMobile Say that to spacex and tesla... elon's been a phenomenal manager. Stick your baseless opinion elsewhere.

If you think elon can't manage servers and policies of a http website, you're dead wrong.",0
2022-11-13 00:56:56+00:00,Mardaque,"@WR4NYGov Holy moly you tweet a lot about Tesla.  Maybe ppl are just guilty of ""Critical Enthusiasm"" like your shirt.  Not everything Elon is doing is gold. Many didn't think the twitter blue change was a good idea and so far it hasn't been great.  God forbid people express their opinion.",1
2022-11-12 20:15:10+00:00,k2nkrc4dzf,@silver_charm @Scobleizer You think people were impressed about your Tesla because they thought Elon Musk had a great opinion. 🤦‍♂️ I still get a ton of a attention in mine. So maybe it’s all in your head.,2
2022-11-12 17:35:29+00:00,j32pmxr,"@TechConnectify Alec, I love your content and opinions, but I think you're off the mark here. The Tesla connector is far superior in so many ways. If CCS becomes standard, it literally could stay the standard for HUNDREDS of years.",0
2022-11-12 15:11:49+00:00,tone2k,@cardsfreak6 @Scobleizer You think ppl responding to your tweets is an “attack”? lol we are judging your foolish statement. An uninformed opinion. Go sit in a Tesla and see if you can “form” your opinion around your own experience rather than some article you read.,2
2022-11-12 15:01:35+00:00,TiedeRobert,"@SomisettiBabu @StevenZWang @garyblack00 I don’t think in Gary’s case that his investment in Tesla causes his opinion to be swayed one way or the other.  He’s a seasoned experienced investor with a cool head that speaks his mind freely as he sees it.  He criticizes where he sees fit, and applauds where he sees fit.",0
2022-11-12 12:38:31+00:00,dergal,"@ChrisKubby I think it's more than just content, it's a voice, an opinion, a stance, things like humour, I think the strongest brands have a character today. Look at John Lewis and Tesla (ok the last one might be a leap).",0
2022-11-12 11:30:00+00:00,DevanshPatel25,"Make everyone think you care about the earth by making self driving cars with a department in Tesla that no one can talk to. Control twitter to sway human opinion with targeted ads, then suit everyone up in a space suit and make them walk on a desert planet, Mars. The Elon Plan.",2
2022-11-12 07:27:05+00:00,MustangPure,@elonmusk Hi Elon . What do you think about Alliance Block and Quant. They are 2 fantastic projects . Maybe will integrate them into Tesla ecosystem. I will love an opinion. Good luck with everything you do mate . You made the world a better place 🍀,0
2022-11-11 18:54:12+00:00,OmniCurious,"@elonmusk @Reuters Are you saying you know more about Tesla than the “two people with knowledge of planning…..who declined to be named”???
I think TWO PEOPLE’s opinion should outweigh the opinion of ONE person.",0
2022-11-11 17:46:20+00:00,ChrisMercier16,"@chrisnashville @GerberKawasaki @elonmusk I really don't think Elon's political opinions/views, who he votes for will effect Tesla sales in the long run, maybe they drop a little for a short time in the US but that is just 1 country, they sell their cars in many countries and expanding.",0
2022-11-11 14:50:58+00:00,drfintwit,@DivesTech Elon likes risky situations. And Tesla is just not risky anymore. I think he sticks with focusing on Twitter. Just my opinion,0
2022-11-11 10:07:57+00:00,babsaiih,"In the last year my opinion of Elon Musk went from, ""eccentric billionaire weirdo"" to ""asshole piece of shit loser"" and I think that's beautiful. I used to think everything bad about him was an exaggeration and that he was still doing good with SpaceX and Tesla... Lmao...",2
2022-11-11 05:31:31+00:00,dragan_jac,"In my opinion, Elon will get Twitter straightened out in one to two years.
He knows what he wants it to be and I think he said he wanted company ""X"" many years ago.
If I could, I would put half my Tesla Stock into ""X"".",0
2022-11-11 05:30:36+00:00,dragan_jac,"in my opinion, Elon will get Twitter straightened out in one to two years.
He knows what he wants it to be and I think he said he wanted company ""X"" many years ago.
If I could, I would put half my Tesla Stock into ""X"". https://t.co/sW2TGdLD6G",0
2022-11-11 05:27:56+00:00,IamDukeTravers,"@shootablocka @elonmusk I personally think he’ll be regarded as the 21th-century Thomas Edison, ironic given his company’s name is Tesla, but that’s my opinion",0
2022-11-10 19:08:32+00:00,InerDrive,"Do you know how Nikola Tesla could build and visualize those weird EM circuits? He visualized their mechanic analogues (which is simpler to our monkey brains). You wouldn't think he was ever solving Maxwell Eqs. -- he held an opinion that ""Maxwell was a poet"". Think about that...",0
2022-11-10 15:45:02+00:00,AnubisRepublic,"This could be my personal opinion but I think Elon Musk is damaging the platform on purpose.

Think about it. Why would a multi-billionaire who runs companies like Tesla or SpaceX make those decisions on a platform like Twitter?",1
2022-11-10 12:31:00+00:00,beat_8000,"@tesla_raj Ashok has promised that there will be no accident with the occupancy network anymore. Therefore I think it's the fault of FSD Beta.
Additionally to my opinion FSD Beta is not worth the money if you have to pay attention all the time.",2
2022-11-10 04:47:17+00:00,PB_CEng,@TSLAFanMtl @MightyTesla @elonmusk He already spends far more time on Tesla than most CEOs and is also far more personally invested so I don’t think your comment is justified. Just my opinion of course.,1
2022-11-09 16:24:21+00:00,RandyWKirk1,"@EzerRatchaga I think we should change our perspective to days of inventory. As Tesla doubles production from '22 to '23, inventory will likely double also. Maybe more than double. But how many days would be better KPI. Have you read The Elon Musk Mission yet? Value your opinion.",0
2022-11-09 13:38:56+00:00,iamshaurya29,"@elonmusk Buddy who asked..
Basically who cares about your opinion in any field..
Well if it is of Stock Markets, Space X and tesla and the things that you did originally I do care. 
But I seriously think that removing him from CEO and firing 50 percent of the employees was the worst...",2
2022-11-09 12:53:59+00:00,digitalcheshire,"Opinion:: I would like to know if Twitter 's change of ownership under Elon Musk ( founder of PayPal and Tesla ) will affect how much you think you'll use the platform in future

#twittermarketing #twitter #elonmusk https://t.co/FAyC6zEZV0",1
2022-11-09 03:07:33+00:00,Bettybronxton,@stevenmarkryan @DillonLoomis22 do you think the stocks will start to correct and move up big now that we know Twitter isn't a reason and it was just Elon? Should we buy in your opinions not as advice we should follow. @elonmusk @Tesla #Tesla,2
2022-11-09 01:55:25+00:00,NathanNotABot,"@farzyness @elonmusk When tesla is $300/share, banks will finance as they have a cushion. As tesla share price goes down, banks/investors might want more cash to feel comfortable going in with him. My opinion. Don't think he would sell if he didn't need to. Twitter has to be paid for somehow",2
2022-11-09 00:11:27+00:00,carsonight,"@MrBinary6 @fahrIehrer @RealDanODowd @WholeMarsBlog @FredericLambert @tslaq I think that the Twitter purchase was a mistake and a distraction.  That does not change my opinion of the fundamentals of the company Tesla. Here is but a small part of my opinion about future growth:
https://t.co/gJy7jCUHo7",2
2022-11-08 23:12:22+00:00,way4ne,"@cstross @elonmusk Elon fired the entire PR team at Tesla because he didn't think they were needed, he's definitely not going to hire a social media manager. He seems to hold a low opinion of professional media.",2
2022-11-08 21:52:27+00:00,gubbnah,"@ezekiel6264 @theSkepdik @tbailey1976 @Eka_FOOF_A @BriannaWu @Tesla Ezekiel, you’re entitled to that opinion. I personally think Teslas are sensational vehicles, and I think the future is brighter with the advent of them.",0
2022-11-08 20:43:39+00:00,J__a_y_,@StKytti @nytimes I don’t think this affects Tesla growth in any way!!! Whether you buy it or Not.. your opinion though,0
2022-11-08 20:04:53+00:00,HexLuxi_Trader,@Liathetrader what's your opinion on $muln.. i think RRR 's a way better thna $tesla,2
2022-11-08 18:47:44+00:00,GonGonsior,"@Factschaser @seandizzle94 @fiveyearwaruk @Matfitz22 @BriannaWu @Tesla Not gonna read articles you sent me that contain mere opinions, for data you can gladly provide them but I'm not gonna read articles about opinions. I think it makes sense to add a convenience of sensor cleaners but it's not stricly necessarry imo, just nice to have, for a price.",1
2022-11-08 18:02:22+00:00,Rad3k79,@Seblak779 @PointCrow @elonmusk Why that even matter? Maybe he said that as tesla or tweets from space why anyone think this is something with platform. He is active for years here and much longer share info as ceo of tesla. Some people become public and welk known  but still have rights to own opinions.,1
2022-11-08 16:01:45+00:00,MacfarlaneMavi,@RSPolitics I think more Tesla owners are Democrat they care more about climate change) I am independent I vote for a person not party (that’s the smart thing to do in my opinion) not be a sheep! I am a full 150% environmentalist think about it without our planet we have nothing! Buy a Tesla,0
2022-11-08 15:52:47+00:00,mattpcovey,@nancylevine @Tesla @elonmusk People in parts of the world that would NEVER get internet connectivity will now  be able to read this opinion piece thanks to Starlink and SpaceX. Just imagine never having any way to get on internet. I don’t think it’s reasonable to boycott a business like that.,0
2022-11-08 15:06:28+00:00,JeffordsRealty,@JoJoFromJerz I honestly don’t think he gives a shit. He has realized that the woke will turn on you if you have an opinion outside of their twisted view of reality. He would rather tesla go bye-bye as he said many times if somebody can come up with a better car Tesla should die.. &amp; so be it.,0
2022-11-08 13:47:34+00:00,Flavinrocks,"@wendishen99 @WholeMarsBlog Yeah I think the problem is most of this TESLA community is saying TESLA‘s doomed,  now because of Elon voicing his opinions on certain topics and stuff",2
2022-11-08 09:04:21+00:00,DogOfSinoopy,"@latimes I mean... SpaceX, Starlink, Paypal, Tesla... think of anyone that isn't a genius that has that under their belt?

Dumb ""opinion"" piece. LATs has been cringe for years in its editorial section. Make an effort to have rational opinions. You're just shills at this point.",0
2022-11-08 07:30:39+00:00,ScottLe77502365,@ActionTime Tesla stock plunges to new low. What do you guys think about the same? Does #ElonMusk shooting himself? What are your opinions on the same?#ElonMuskBuyTwitter #ElonMuskIsATroll #ElonMuskIsaGiantTurd,0
2022-11-08 03:51:55+00:00,wanda_hudson,"@WR4NYGov @farzyness Idk.  I still think the majority of the population is clueless about Tesla, or just vaguely aware.  The Dems try to sway public opinion, but I don’t trust what they say.  I’m sure there are others like me.  I don’t know how many are heavily influenced by MSM and Dems.",1
2022-11-08 03:07:13+00:00,EnterpriseSandS,"@richsignorelli Who cares whether you buy Tesla or leave Twitter…you think your opinion matters…you libs are so full of yourselves…and self righteous that I, for one, will be very happy to never see you on Twitter…bye",0
2022-11-08 02:07:04+00:00,RVDemars,"@JoJoFromJerz @elonmusk Let’s see, on one side we’ve got you and a massive company called pillow fight, correct? On the other side we have a guy who founded SpaceX,     Star Link, Tesla, PayPal, and a handful of other multi million dollar companies. I think I’ll take my opinions from Musk.",0
2022-11-08 01:14:49+00:00,SCassidine,"@richsignorelli Many tens of millions of folks aren't going to buy a Tesla; I'll never buy a Maserati. You're just a whiner that loves censorship and hates folks who disagree with your Socialist ""opinions"" being able to say so. 
No one cares what you think/feel, so take a friggin' hike. https://t.co/GshiXpsZGt",2
2022-11-08 00:46:24+00:00,CoachEddieBlair,"@TrumpluvsObama Elon is not banking on Tesla in my opinion. AI is the area he will capitalize most. I totally agree with you about Ford, GM and others being the go to. I think he is truly intrigued by Twitter for reasons we may not see yet. He is studying people.",0
